pair_id,HuBERT base Tr-24,HuBERT ASR-FT Tr-24,MFCC39,STRF24
AN19P:0bf3ffcc912e3709,27.09390205315661,8.223186301737691,8.655138550760357,6.101838590646546
AN19P:0c0922e157d43c39,16.079197236043708,31.87151332358445,7.333846570343618,4.740533472479462
AN19P:0c0a3a79aab3316b,13.246451025146456,3.655417229377912,8.30063432120502,4.764609567621749
AN19P:0c22b1cd46a5860b,24.16120099020578,8.244915461324508,9.11194089629198,7.657805601460859
AN19P:0c2ae9108ad1fd4e,3.739443477529948,3.295556303782345,7.045340888257892,3.965676859204369
AN19P:0c2c23794edcf16a,18.218351136292487,11.983566505266529,8.559829619928614,5.472226186021948
AN19P:0c2fe885999b730c,10.429378720621123,9.071381379453046,5.828739281244687,3.8879277284464338
AN19P:0c31e0f87bd8b181,16.808887207880964,14.626584394127535,7.595255756813411,4.945965871951057
AN19P:0c344e989e837879,13.799412006077842,6.059583584719456,6.666488630825228,3.610156681863998
AN19P:0c3fb1a8fc129dd9,19.98568509709116,16.607706090645767,10.533790900221408,8.854878892565843
AN19P:0c51363f458260ec,25.540831517202392,10.17115561903186,7.508345490243275,5.765343553147622
AN19P:0c60b3d9fc49426c,13.451541285956294,10.988992965785572,7.529620900368589,4.590124934118983
AN19P:0c888ea5c3b69da6,11.54648221995351,9.499125289253952,8.362427865130096,5.716075273354607
AN19P:0c88b8297c5370bb,15.55525912952143,10.044676358599354,8.50289764803524,4.792611414327681
AN19P:0c8b63050649300d,8.553201194703128,3.772087024394693,6.287202889341609,4.579567143283892
AN19P:0cb35ad9b603ae36,15.345510120406528,12.551427794499476,6.345657113064066,5.429471899204012
AN19P:0cc1313953ffcc42,7.428145967903724,5.69078185528301,6.818167579552554,4.084630035432614
AN19P:0ce3edf3cc9dc365,27.613495179681173,10.088443725112365,8.035890796691433,5.363850791602921
AN19P:0ce4d502f6226dd5,9.17516837240264,5.533517087727788,9.042671038090363,5.782963151596417
AN19P:0ce72263d1b70daa,18.944787554706387,4.324631697433307,8.155335645962428,4.604887032813189
AN19P:0cf1605d2b30e9df,13.213151433425674,5.621150726005025,7.532720700501832,5.943352599550476
AN19P:0cf6ee041cdf7116,12.840492507693336,6.001073217661472,7.20774224289926,4.401649667540609
AN19P:0d1bca20faee9050,8.010302209421436,8.612074263235868,6.709856877662463,4.044860560455234
AN19P:0d24371967dfba89,5.071118808063862,6.953635362996775,7.080485425986554,4.445160567031695
AN19P:0d27c0c19c80c37a,27.93719583607961,11.16444219131214,10.581107148603689,7.607290775443702
AN19P:0d30df596bfb68ce,8.920590888315676,4.766355946791292,6.914262328977455,3.927804384136891
AN19P:0d3d5f5569af282a,17.13867041938555,11.291720462841326,7.725466476331962,6.08382444905718
AN19P:0d51283b038e79cf,15.252828058915538,3.985897590832393,7.688032321531823,6.368433827274955
AN19P:0d52a0687a097cfb,33.83265724130246,21.251630237167905,8.713636723513003,6.123335301062679
AN19P:0d64d5cdf4195574,15.742085125813254,19.04648132830563,8.09428441927596,7.0619087311621564
AN19P:0d6a465c10ca3249,23.1760738784274,5.099139565866775,6.88697489602848,3.548076083642906
